de Bruijn,OLC,,,,
[`DISCOVAR` / `ALLPATHS`](https://software.broadinstitute.org/software/discovar/blog/),[`wgs-assembler` (`celera`)](http://wgs-assembler.sourceforge.net),,,,
[`AbySS`](https://github.com/bcgsc/abyss),,,,,
[`SPAdes`](http://cab.spbu.ru/software/spades/),,,,,
[`Velvet`](https://www.ebi.ac.uk/~zerbino/velvet/),,,,,
[`SOAPdenovo`](https://github.com/aquaskyline/SOAPdenovo2),,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,, 
